dt_day,client_id,ab_group,home_view,impressions,clicks,applies,approvals,revenue
2025-04-01,2541,A_control,1,0,0,0,0,0.0
2025-04-01,2542,A_control,0,1,0,0,0,0.0
2025-04-01,2549,A_control,0,1,0,0,0,0.0
2025-04-01,2553,A_control,1,0,0,0,0,0.0
2025-04-01,2558,A_control,1,0,0,0,0,0.0
2025-04-01,2559,A_control,1,0,0,0,0,0.0
2025-04-01,2562,A_control,1,0,0,0,0,0.0
2025-04-01,2564,A_control,1,0,0,0,0,0.0
2025-04-01,2565,A_control,0,1,0,0,0,0.0
2025-04-01,2573,A_control,1,0,0,0,0,0.0
2025-04-01,2577,A_control,1,0,0,0,0,0.0
2025-04-01,2581,A_control,1,0,0,0,0,0.0
2025-04-01,2586,A_control,0,1,0,0,0,0.0
2025-04-01,2587,A_control,1,0,0,0,0,0.0
2025-04-01,2591,A_control,0,1,0,0,0,0.0
2025-04-01,2603,A_control,1,0,0,0,0,0.0
2025-04-01,2616,A_control,1,0,0,0,0,0.0
2025-04-01,2625,A_control,1,0,0,0,0,0.0
2025-04-01,2636,A_control,1,0,0,0,0,0.0
2025-04-01,2637,A_control,0,1,0,0,0,0.0
2025-04-01,2638,A_control,1,0,0,0,0,0.0
2025-04-01,2642,A_control,1,1,0,0,0,0.0
2025-04-01,2645,A_control,1,0,0,0,0,0.0
2025-04-01,2646,A_control,1,0,0,0,0,0.0
2025-04-01,2648,A_control,1,0,0,0,0,0.0
2025-04-01,2651,A_control,0,1,0,0,0,0.0
2025-04-01,2654,A_control,1,0,0,0,0,0.0
2025-04-01,2660,A_control,1,0,0,0,0,0.0
2025-04-01,2661,A_control,1,0,0,0,0,0.0
2025-04-01,2667,A_control,0,1,0,0,0,0.0
2025-04-01,2684,A_control,1,0,0,0,0,0.0
2025-04-01,2686,A_control,1,0,0,0,0,0.0
2025-04-01,2689,A_control,1,0,0,0,0,0.0
2025-04-01,2690,A_control,1,0,0,0,0,0.0
2025-04-01,2693,A_control,1,0,0,0,0,0.0
2025-04-01,2701,A_control,1,0,0,0,0,0.0
2025-04-01,2706,A_control,0,1,0,0,0,0.0
2025-04-01,2708,A_control,1,0,0,0,0,0.0
2025-04-01,2713,A_control,1,0,0,0,0,0.0
2025-04-01,2716,A_control,1,1,0,0,0,0.0
2025-04-01,2722,A_control,1,0,0,0,0,0.0
2025-04-01,2724,A_control,1,1,0,0,0,0.0
2025-04-01,2725,A_control,1,0,0,0,0,0.0
2025-04-01,2726,A_control,1,0,0,0,0,0.0
2025-04-01,2727,A_control,1,0,0,0,0,0.0
2025-04-01,2733,A_control,0,1,0,0,0,0.0
2025-04-01,2739,A_control,1,0,0,0,0,0.0
2025-04-01,2741,A_control,0,1,0,0,0,0.0
2025-04-01,2742,A_control,1,0,0,0,0,0.0
2025-04-01,2743,A_control,1,0,0,0,0,0.0
2025-04-01,2744,A_control,0,1,0,0,0,0.0
2025-04-01,2745,A_control,0,1,0,0,0,0.0
2025-04-01,2748,A_control,0,1,0,0,0,0.0
2025-04-01,2756,A_control,0,1,0,0,0,0.0
2025-04-01,2762,A_control,0,1,0,0,0,0.0
2025-04-01,2775,A_control,1,0,0,0,0,0.0
2025-04-01,2776,A_control,1,0,0,0,0,0.0
2025-04-01,2779,A_control,1,0,0,0,0,0.0
2025-04-01,2780,A_control,0,1,0,0,0,0.0
2025-04-01,2781,A_control,1,0,0,0,0,0.0
2025-04-01,2787,A_control,1,0,0,0,0,0.0
2025-04-01,2792,A_control,1,0,0,0,0,0.0
2025-04-01,2793,A_control,1,0,0,0,0,0.0
2025-04-01,2798,A_control,1,0,0,0,0,0.0
2025-04-01,2805,A_control,1,0,0,0,0,0.0
2025-04-01,2816,A_control,1,0,0,0,0,0.0
2025-04-01,2820,A_control,1,0,0,0,0,0.0
2025-04-01,2826,A_control,1,0,0,0,0,0.0
2025-04-01,2831,A_control,1,1,0,0,0,0.0
2025-04-01,2834,A_control,1,1,0,0,0,0.0
2025-04-01,2835,A_control,1,0,0,0,0,0.0
2025-04-01,2847,A_control,1,0,0,0,0,0.0
2025-04-01,2848,A_control,1,0,0,0,0,0.0
2025-04-01,2853,A_control,1,0,0,0,0,0.0
2025-04-01,2854,A_control,1,0,0,0,0,0.0
2025-04-01,2866,A_control,1,0,0,0,0,0.0
2025-04-01,2868,A_control,1,0,0,0,0,0.0
2025-04-01,2872,A_control,1,0,0,0,0,0.0
2025-04-01,2882,A_control,1,0,0,0,0,0.0
2025-04-01,2886,A_control,1,0,0,0,0,0.0
2025-04-01,2887,A_control,1,0,0,0,0,0.0
2025-04-01,2891,A_control,1,0,0,0,0,0.0
2025-04-01,2899,A_control,1,0,0,0,0,0.0
2025-04-01,2904,A_control,1,0,0,0,0,0.0
2025-04-01,2915,A_control,0,1,0,0,0,0.0
2025-04-01,2919,A_control,0,1,0,0,0,0.0
2025-04-01,2921,A_control,1,0,0,0,0,0.0
2025-04-01,2926,A_control,1,0,0,0,0,0.0
2025-04-01,2927,A_control,1,0,0,0,0,0.0
2025-04-01,2929,A_control,1,0,0,0,0,0.0
2025-04-01,2936,A_control,1,0,0,0,0,0.0
2025-04-01,2938,A_control,1,0,0,0,0,0.0
2025-04-01,2939,A_control,1,0,0,0,0,0.0
2025-04-01,2945,A_control,1,0,0,0,0,0.0
2025-04-01,2949,A_control,0,1,0,0,0,0.0
2025-04-01,2955,A_control,1,0,0,0,0,0.0
2025-04-01,2967,A_control,0,1,0,0,0,0.0
2025-04-01,2973,A_control,1,0,0,0,0,0.0
2025-04-01,2974,A_control,0,1,0,0,0,0.0
2025-04-01,2976,A_control,0,1,0,0,0,0.0
2025-04-01,2979,A_control,1,0,0,0,0,0.0
2025-04-01,2981,A_control,0,1,0,0,0,0.0
2025-04-01,2985,A_control,1,0,0,0,0,0.0
2025-04-01,2993,A_control,1,1,0,0,0,0.0
2025-04-01,2996,A_control,0,1,0,0,0,0.0
2025-04-01,3000,A_control,1,0,0,0,0,0.0
2025-04-01,3002,A_control,1,0,0,0,0,0.0
2025-04-01,3003,A_control,1,0,0,0,0,0.0
2025-04-01,3005,A_control,1,0,0,0,0,0.0
2025-04-01,3026,A_control,1,0,0,0,0,0.0
2025-04-01,3029,A_control,1,0,0,0,0,0.0
2025-04-01,3030,A_control,1,0,0,0,0,0.0
2025-04-01,3035,A_control,0,1,0,0,0,0.0
2025-04-01,3037,A_control,1,0,0,0,0,0.0
2025-04-01,3045,A_control,0,1,0,0,0,0.0
2025-04-01,3052,A_control,1,0,0,0,0,0.0
2025-04-01,3053,A_control,0,1,0,0,0,0.0
2025-04-01,3064,A_control,1,0,0,0,0,0.0
2025-04-01,3074,A_control,1,0,0,0,0,0.0
2025-04-01,3078,A_control,1,1,0,0,0,0.0
2025-04-01,3080,A_control,1,0,0,0,0,0.0
2025-04-01,3091,A_control,1,0,0,0,0,0.0
2025-04-01,3095,A_control,0,1,0,0,0,0.0
2025-04-01,3113,A_control,1,1,0,0,0,0.0
2025-04-01,3115,A_control,1,0,0,0,0,0.0
2025-04-01,3121,A_control,1,0,0,0,0,0.0
2025-04-01,3125,A_control,1,0,0,0,0,0.0
2025-04-01,3128,A_control,1,0,0,0,0,0.0
2025-04-01,3129,A_control,1,0,0,0,0,0.0
2025-04-01,3131,A_control,0,1,0,0,0,0.0
2025-04-01,3132,A_control,0,1,0,0,0,0.0
2025-04-01,3133,A_control,1,0,0,0,0,0.0
2025-04-01,3146,A_control,1,0,0,0,0,0.0
2025-04-01,3152,A_control,1,0,0,0,0,0.0
2025-04-01,3153,A_control,0,1,0,0,0,0.0
2025-04-01,3173,A_control,1,1,0,0,0,0.0
2025-04-01,3174,A_control,1,0,0,0,0,0.0
2025-04-01,3175,A_control,1,0,0,0,0,0.0
2025-04-01,3178,A_control,1,0,0,0,0,0.0
2025-04-01,3180,A_control,1,0,0,0,0,0.0
2025-04-01,3188,A_control,1,0,0,0,0,0.0
2025-04-01,3196,A_control,1,0,0,0,0,0.0
2025-04-01,3214,A_control,0,1,0,0,0,0.0
2025-04-01,3218,A_control,0,1,0,0,0,0.0
2025-04-01,3221,A_control,1,0,0,0,0,0.0
2025-04-01,3224,A_control,0,1,0,0,0,0.0
2025-04-01,3225,A_control,0,1,0,0,0,0.0
2025-04-01,3238,A_control,0,1,0,0,0,0.0
2025-04-01,3242,A_control,1,0,0,0,0,0.0
2025-04-01,3252,A_control,1,0,0,0,0,0.0
2025-04-01,3260,A_control,1,0,0,0,0,0.0
2025-04-01,3274,A_control,0,1,0,0,0,0.0
2025-04-01,3275,A_control,1,0,0,0,0,0.0
2025-04-01,3283,A_control,1,0,0,0,0,0.0
2025-04-01,3286,A_control,1,0,0,0,0,0.0
2025-04-01,3287,A_control,0,1,0,0,0,0.0
2025-04-01,3295,A_control,1,0,0,0,0,0.0
2025-04-01,3299,A_control,0,1,0,0,0,0.0
2025-04-01,3302,A_control,1,0,0,0,0,0.0
2025-04-01,3310,A_control,1,0,0,0,0,0.0
2025-04-01,3318,A_control,1,0,0,0,0,0.0
2025-04-01,3322,A_control,1,0,0,0,0,0.0
2025-04-01,3323,A_control,1,0,0,0,0,0.0
2025-04-01,3326,A_control,1,0,0,0,0,0.0
2025-04-01,3333,A_control,0,1,0,0,0,0.0
2025-04-01,3337,A_control,0,1,0,0,0,0.0
2025-04-01,3346,A_control,0,1,0,0,0,0.0
2025-04-01,3347,A_control,1,0,0,0,0,0.0
2025-04-01,3354,A_control,1,0,0,0,0,0.0
2025-04-01,3361,A_control,1,0,0,0,0,0.0
2025-04-01,3373,A_control,0,1,0,0,0,0.0
2025-04-01,3380,A_control,1,0,0,0,0,0.0
2025-04-01,3386,A_control,0,1,0,0,0,0.0
2025-04-01,3391,A_control,1,0,0,0,0,0.0
2025-04-01,3396,A_control,1,0,0,0,0,0.0
2025-04-01,3400,A_control,1,0,0,0,0,0.0
2025-04-01,3407,A_control,0,1,0,0,0,0.0
2025-04-01,3408,A_control,1,0,0,0,0,0.0
2025-04-01,3421,A_control,1,0,0,0,0,0.0
2025-04-01,3433,A_control,1,0,0,0,0,0.0
2025-04-01,3437,A_control,1,0,0,0,0,0.0
2025-04-01,3456,A_control,1,0,0,0,0,0.0
2025-04-01,3457,A_control,1,0,0,0,0,0.0
2025-04-01,3460,A_control,1,0,0,0,0,0.0
2025-04-01,3465,A_control,0,1,0,0,0,0.0
2025-04-01,3478,A_control,1,0,0,0,0,0.0
2025-04-01,3497,A_control,1,0,0,0,0,0.0
2025-04-01,3500,A_control,1,0,0,0,0,0.0
2025-04-01,3509,A_control,1,0,0,0,0,0.0
2025-04-01,3513,A_control,0,1,0,0,0,0.0
2025-04-01,3516,A_control,1,0,0,0,0,0.0
2025-04-01,3518,A_control,0,1,0,0,0,0.0
2025-04-01,3522,A_control,1,0,0,0,0,0.0
2025-04-01,3524,A_control,0,1,0,0,0,0.0
2025-04-01,3528,A_control,1,1,0,0,0,0.0
2025-04-01,3530,A_control,0,1,0,0,0,0.0
2025-04-01,3536,A_control,1,0,0,0,0,0.0
2025-04-01,3537,A_control,1,1,0,0,0,0.0
2025-04-01,3548,A_control,0,1,0,0,0,0.0
2025-04-01,3558,A_control,1,1,0,0,0,0.0
2025-04-01,3559,A_control,0,1,0,0,0,0.0
2025-04-01,3560,A_control,1,0,0,0,0,0.0
2025-04-01,3566,A_control,1,0,0,0,0,0.0
2025-04-01,3568,A_control,0,1,0,0,0,0.0
2025-04-01,3571,A_control,1,0,0,0,0,0.0
2025-04-01,3579,A_control,0,1,0,0,0,0.0
2025-04-01,3583,A_control,1,0,0,0,0,0.0
2025-04-01,3586,A_control,1,0,0,0,0,0.0
2025-04-01,3587,A_control,1,0,0,0,0,0.0
2025-04-01,3591,A_control,0,1,0,0,0,0.0
2025-04-01,3601,A_control,1,0,0,0,0,0.0
2025-04-01,3628,A_control,1,1,0,0,0,0.0
2025-04-01,3629,A_control,1,0,0,0,0,0.0
2025-04-01,3631,A_control,1,0,0,0,0,0.0
2025-04-01,3635,A_control,0,1,0,0,0,0.0
2025-04-01,3640,A_control,0,1,0,0,0,0.0
2025-04-01,3641,A_control,0,1,0,0,0,0.0
2025-04-01,3644,A_control,0,1,0,0,0,0.0
2025-04-01,3646,A_control,1,0,0,0,0,0.0
2025-04-01,3649,A_control,1,0,0,0,0,0.0
2025-04-01,3653,A_control,1,0,0,0,0,0.0
2025-04-01,3654,A_control,1,0,0,0,0,0.0
2025-04-01,3659,A_control,1,0,0,0,0,0.0
2025-04-01,3660,A_control,1,0,0,0,0,0.0
2025-04-01,3665,A_control,1,0,0,0,0,0.0
2025-04-01,3674,A_control,1,0,0,0,0,0.0
2025-04-01,3676,A_control,1,0,0,0,0,0.0
2025-04-01,3678,A_control,1,0,0,0,0,0.0
2025-04-01,3680,A_control,1,0,0,0,0,0.0
2025-04-01,3684,A_control,1,0,0,0,0,0.0
2025-04-01,3688,A_control,1,0,0,0,0,0.0
2025-04-01,3691,A_control,1,0,0,0,0,0.0
2025-04-01,3699,A_control,0,1,0,0,0,0.0
2025-04-01,3703,A_control,1,0,0,0,0,0.0
2025-04-01,3704,A_control,1,0,0,0,0,0.0
2025-04-01,3715,A_control,1,0,0,0,0,0.0
2025-04-01,3735,A_control,1,0,0,0,0,0.0
2025-04-01,3740,A_control,1,1,0,0,0,0.0
2025-04-01,3745,A_control,1,0,0,0,0,0.0
2025-04-01,3750,A_control,1,0,0,0,0,0.0
2025-04-01,3751,A_control,0,1,0,0,0,0.0
2025-04-01,3752,A_control,1,0,0,0,0,0.0
2025-04-01,3754,A_control,1,0,0,0,0,0.0
2025-04-01,3755,A_control,1,0,0,0,0,0.0
2025-04-01,3762,A_control,1,0,0,0,0,0.0
2025-04-01,3773,A_control,0,1,0,0,0,0.0
2025-04-01,3775,A_control,1,0,0,0,0,0.0
2025-04-01,3776,A_control,1,0,0,0,0,0.0
2025-04-01,3783,A_control,1,0,0,0,0,0.0
2025-04-01,3788,A_control,1,1,0,0,0,0.0
2025-04-01,3790,A_control,1,0,0,0,0,0.0
2025-04-01,3799,A_control,1,0,0,0,0,0.0
2025-04-01,3800,A_control,1,0,0,0,0,0.0
2025-04-01,3801,A_control,1,0,0,0,0,0.0
2025-04-01,3802,A_control,0,1,0,0,0,0.0
2025-04-01,3804,A_control,1,1,0,0,0,0.0
2025-04-01,3805,A_control,1,0,0,0,0,0.0
2025-04-01,3811,A_control,1,0,0,0,0,0.0
2025-04-01,3814,A_control,0,1,0,0,0,0.0
2025-04-01,3831,A_control,1,1,0,0,0,0.0
2025-04-01,3832,A_control,1,0,0,0,0,0.0
2025-04-01,3840,A_control,1,0,0,0,0,0.0
2025-04-01,3844,A_control,1,0,0,0,0,0.0
2025-04-01,3850,A_control,0,1,0,0,0,0.0
2025-04-01,3855,A_control,1,0,0,0,0,0.0
2025-04-01,3862,A_control,0,1,0,0,0,0.0
2025-04-01,3864,A_control,1,0,0,0,0,0.0
2025-04-01,3876,A_control,1,0,0,0,0,0.0
2025-04-01,3886,A_control,1,0,0,0,0,0.0
2025-04-01,3889,A_control,1,0,0,0,0,0.0
2025-04-01,3898,A_control,1,1,0,0,0,0.0
2025-04-01,3899,A_control,1,0,0,0,0,0.0
2025-04-01,3910,A_control,1,0,0,0,0,0.0
2025-04-01,3912,A_control,0,1,0,0,0,0.0
2025-04-01,3913,A_control,1,0,0,0,0,0.0
2025-04-01,3916,A_control,0,1,0,0,0,0.0
2025-04-01,3918,A_control,1,0,0,0,0,0.0
2025-04-01,3929,A_control,1,0,0,0,0,0.0
2025-04-01,3933,A_control,0,1,0,0,0,0.0
2025-04-01,3934,A_control,1,0,0,0,0,0.0
2025-04-01,3943,A_control,0,1,0,0,0,0.0
2025-04-01,3962,A_control,1,0,0,0,0,0.0
2025-04-01,3966,A_control,1,0,0,0,0,0.0
2025-04-01,3968,A_control,1,1,0,0,0,0.0
2025-04-01,3978,A_control,1,0,0,0,0,0.0
2025-04-01,3982,A_control,1,0,0,0,0,0.0
2025-04-01,3984,A_control,1,0,0,0,0,0.0
2025-04-01,3989,A_control,0,1,0,0,0,0.0
2025-04-01,3991,A_control,1,1,0,0,0,0.0
2025-04-01,3994,A_control,1,0,0,0,0,0.0
2025-04-01,4000,A_control,1,0,0,0,0,0.0
2025-04-01,4009,A_control,1,0,0,0,0,0.0
2025-04-01,4010,A_control,1,0,0,0,0,0.0
2025-04-01,4014,A_control,1,0,0,0,0,0.0
2025-04-01,4020,A_control,1,0,0,0,0,0.0
2025-04-01,4023,A_control,1,0,0,0,0,0.0
2025-04-01,4036,A_control,0,1,0,0,0,0.0
2025-04-01,4044,A_control,1,0,0,0,0,0.0
2025-04-01,4048,A_control,1,0,0,0,0,0.0
2025-04-01,4052,A_control,1,0,0,0,0,0.0
2025-04-01,4058,A_control,1,0,0,0,0,0.0
2025-04-01,4063,A_control,1,0,0,0,0,0.0
2025-04-01,4065,A_control,1,0,0,0,0,0.0
2025-04-01,4066,A_control,1,0,0,0,0,0.0
2025-04-01,4071,A_control,0,1,0,0,0,0.0
2025-04-01,4074,A_control,1,0,0,0,0,0.0
2025-04-01,4078,A_control,1,0,0,0,0,0.0
2025-04-01,4084,A_control,1,0,0,0,0,0.0
2025-04-01,4088,A_control,1,0,0,0,0,0.0
2025-04-01,4092,A_control,1,0,0,0,0,0.0
2025-04-01,4093,A_control,0,1,0,0,0,0.0
2025-04-01,4094,A_control,1,1,0,0,0,0.0
2025-04-01,4099,A_control,0,1,0,0,0,0.0
2025-04-01,4104,A_control,1,0,0,0,0,0.0
2025-04-01,4114,A_control,1,0,0,0,0,0.0
2025-04-01,4118,A_control,1,0,0,0,0,0.0
2025-04-01,4127,A_control,0,1,0,0,0,0.0
2025-04-01,4131,A_control,1,0,0,0,0,0.0
2025-04-01,4144,A_control,1,0,0,0,0,0.0
2025-04-01,4149,A_control,1,0,0,0,0,0.0
2025-04-01,4156,A_control,1,0,0,0,0,0.0
2025-04-01,4168,A_control,1,0,0,0,0,0.0
2025-04-01,4176,A_control,0,1,0,0,0,0.0
2025-04-01,4178,A_control,1,0,0,0,0,0.0
2025-04-01,4179,A_control,0,1,0,0,0,0.0
2025-04-01,4193,A_control,0,1,0,0,0,0.0
2025-04-01,4200,A_control,0,1,0,0,0,0.0
2025-04-01,4204,A_control,1,0,0,0,0,0.0
2025-04-01,4209,A_control,1,0,0,0,0,0.0
2025-04-01,4217,A_control,1,0,0,0,0,0.0
2025-04-01,4222,A_control,0,1,0,0,0,0.0
2025-04-01,4232,A_control,1,0,0,0,0,0.0
2025-04-01,4234,A_control,1,0,0,0,0,0.0
2025-04-01,4235,A_control,1,0,0,0,0,0.0
2025-04-01,4240,A_control,0,1,0,0,0,0.0
2025-04-01,4242,A_control,0,1,0,0,0,0.0
2025-04-01,4244,A_control,1,0,0,0,0,0.0
2025-04-01,4249,A_control,1,0,0,0,0,0.0
2025-04-01,4254,A_control,1,0,0,0,0,0.0
2025-04-01,4269,A_control,1,0,0,0,0,0.0
2025-04-01,4272,A_control,0,1,0,0,0,0.0
2025-04-01,4288,A_control,1,0,0,0,0,0.0
2025-04-01,4292,A_control,0,1,0,0,0,0.0
2025-04-01,4300,A_control,1,0,0,0,0,0.0
2025-04-01,4319,A_control,0,1,0,0,0,0.0
2025-04-01,4327,A_control,1,0,0,0,0,0.0
2025-04-01,4334,A_control,1,0,0,0,0,0.0
2025-04-01,4335,A_control,0,1,0,0,0,0.0
2025-04-01,4336,A_control,1,0,0,0,0,0.0
2025-04-01,4341,A_control,0,1,0,0,0,0.0
2025-04-01,4342,A_control,1,0,0,0,0,0.0
2025-04-01,4346,A_control,0,1,0,0,0,0.0
2025-04-01,4347,A_control,1,0,0,0,0,0.0
2025-04-01,4349,A_control,1,0,0,0,0,0.0
2025-04-01,4350,A_control,0,1,0,0,0,0.0
2025-04-01,4351,A_control,0,1,0,0,0,0.0
2025-04-01,4352,A_control,0,1,0,0,0,0.0
2025-04-01,4358,A_control,0,1,0,0,0,0.0
2025-04-01,4364,A_control,1,1,0,0,0,0.0
2025-04-01,4367,A_control,1,0,0,0,0,0.0
2025-04-01,4368,A_control,1,0,0,0,0,0.0
2025-04-01,4373,A_control,0,1,0,0,0,0.0
2025-04-01,4375,A_control,0,1,0,0,0,0.0
2025-04-01,4387,A_control,0,1,0,0,0,0.0
2025-04-01,4394,A_control,0,1,0,0,0,0.0
2025-04-01,4396,A_control,1,1,0,0,0,0.0
2025-04-01,4406,A_control,1,0,0,0,0,0.0
2025-04-01,4410,A_control,1,0,0,0,0,0.0
2025-04-01,4413,A_control,0,1,0,0,0,0.0
2025-04-01,4414,A_control,0,1,0,0,0,0.0
2025-04-01,4423,A_control,1,0,0,0,0,0.0
2025-04-01,4424,A_control,1,0,0,0,0,0.0
2025-04-01,4432,A_control,0,1,0,0,0,0.0
2025-04-01,4440,A_control,0,1,0,0,0,0.0
2025-04-01,4448,A_control,1,0,0,0,0,0.0
2025-04-01,4449,A_control,1,1,0,0,0,0.0
2025-04-01,4453,A_control,1,0,0,0,0,0.0
2025-04-01,4455,A_control,1,0,0,0,0,0.0
2025-04-01,4458,A_control,1,0,0,0,0,0.0
2025-04-01,4459,A_control,1,1,0,0,0,0.0
2025-04-01,4462,A_control,1,0,0,0,0,0.0
2025-04-01,4468,A_control,1,0,0,0,0,0.0
2025-04-01,4476,A_control,0,1,0,0,0,0.0
2025-04-01,4482,A_control,0,1,0,0,0,0.0
2025-04-01,4484,A_control,1,0,0,0,0,0.0
2025-04-01,4491,A_control,1,0,0,0,0,0.0
2025-04-01,4493,A_control,1,0,0,0,0,0.0
2025-04-01,4495,A_control,0,1,0,0,0,0.0
2025-04-01,4500,A_control,0,1,0,0,0,0.0
2025-04-01,4502,A_control,1,0,0,0,0,0.0
2025-04-01,4503,A_control,0,1,0,0,0,0.0
2025-04-01,4506,A_control,1,0,0,0,0,0.0
2025-04-01,4507,A_control,1,0,0,0,0,0.0
2025-04-01,4508,A_control,1,0,0,0,0,0.0
2025-04-01,4516,A_control,1,0,0,0,0,0.0
2025-04-01,4517,A_control,0,1,0,0,0,0.0
2025-04-01,4518,A_control,1,0,0,0,0,0.0
2025-04-01,4519,A_control,0,1,0,0,0,0.0
2025-04-01,4520,A_control,0,1,0,0,0,0.0
2025-04-01,4525,A_control,1,0,0,0,0,0.0
2025-04-01,4530,A_control,1,0,0,0,0,0.0
2025-04-01,4531,A_control,0,1,0,0,0,0.0
2025-04-01,4532,A_control,1,0,0,0,0,0.0
2025-04-01,4553,A_control,1,0,0,0,0,0.0
2025-04-01,4563,A_control,1,0,0,0,0,0.0
2025-04-01,4564,A_control,1,0,0,0,0,0.0
2025-04-01,4565,A_control,1,0,0,0,0,0.0
2025-04-01,4575,A_control,0,1,0,0,0,0.0
2025-04-01,4594,A_control,0,1,0,0,0,0.0
2025-04-01,4606,A_control,0,1,0,0,0,0.0
2025-04-01,4609,A_control,1,0,0,0,0,0.0
2025-04-01,4616,A_control,1,0,0,0,0,0.0
2025-04-01,4620,A_control,1,0,0,0,0,0.0
2025-04-01,4634,A_control,1,0,0,0,0,0.0
2025-04-01,4635,A_control,1,0,0,0,0,0.0
2025-04-01,4643,A_control,1,0,0,0,0,0.0
2025-04-01,4647,A_control,0,1,0,0,0,0.0
2025-04-01,4654,A_control,1,0,0,0,0,0.0
2025-04-01,4664,A_control,1,0,0,0,0,0.0
2025-04-01,4666,A_control,1,0,0,0,0,0.0
