client_id,ab_group,home_view,impressions,clicks,applies,approvals,revenue,ctr,cr_apply,cr_home_apply,approval_rate,arpu
2256,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2257,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2258,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2259,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2260,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2261,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2262,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2263,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2264,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2265,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2266,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2267,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2268,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2269,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2270,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2271,A_control,1,1,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0
2272,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2273,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2274,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2275,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2276,A_control,1,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0
2277,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2278,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2279,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2280,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2281,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2282,A_control,1,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0
2283,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2284,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2285,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2286,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2287,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2288,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2289,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2290,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2291,A_control,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2292,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2293,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2294,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2295,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2296,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2297,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2298,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2299,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2300,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2301,A_control,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2302,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2303,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2304,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2305,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2306,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2307,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2308,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2309,A_control,1,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0
2310,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2311,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2312,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2313,A_control,1,1,1,1,1,39.43,1.0,1.0,1.0,1.0,39.43
2314,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2315,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2316,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2317,A_control,1,1,1,1,1,39.43,1.0,1.0,1.0,1.0,39.43
2318,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2319,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2320,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2321,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2322,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2323,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2324,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2325,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2326,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2327,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2328,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2329,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2330,A_control,1,1,1,1,1,39.43,1.0,1.0,1.0,1.0,39.43
2331,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2332,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2333,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2334,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2335,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2336,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2337,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2338,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2339,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2340,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2341,A_control,1,1,1,1,1,22.85,1.0,1.0,1.0,1.0,22.85
2342,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2343,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2344,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2345,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2346,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2347,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2348,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2349,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2350,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2351,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2352,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2353,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2354,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2355,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2356,A_control,1,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0
2357,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2358,A_control,1,1,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0
2359,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2360,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2361,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2362,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2363,A_control,1,1,1,1,1,39.43,1.0,1.0,1.0,1.0,39.43
2364,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2365,A_control,1,1,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0
2366,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2367,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2368,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2369,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2370,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2371,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2372,A_control,1,1,1,1,1,22.85,1.0,1.0,1.0,1.0,22.85
2373,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2374,A_control,1,1,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0
2375,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2376,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2377,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2378,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2379,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2380,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2381,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2382,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2383,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2384,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2385,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2386,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2387,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2388,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2389,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2390,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2391,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2392,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2393,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2394,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2395,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2396,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2397,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2398,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2399,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2400,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2401,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2402,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2403,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2404,A_control,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2405,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2406,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2407,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2408,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2409,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2410,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2411,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2412,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2413,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2414,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2415,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2416,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2417,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2418,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2419,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2420,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2421,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2422,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2423,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2424,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2425,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2426,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2427,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2428,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2429,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2430,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2431,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2432,A_control,1,1,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0
2433,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2434,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2435,A_control,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2436,A_control,1,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0
2437,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2438,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2439,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2440,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2441,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2442,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2443,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2444,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2445,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2446,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2447,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2448,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2449,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2450,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2451,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2452,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2453,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2454,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2455,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2456,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2457,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2458,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2459,A_control,1,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0
2460,A_control,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2461,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2462,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2463,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2464,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2465,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2466,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2467,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2468,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2469,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2470,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2471,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2472,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2473,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2474,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2475,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2476,A_control,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2477,A_control,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
