dt,client_id,ab_group,event_type,offer_id,value
2025-04-05 02:15:25,2063,A_control,home_view,,
2025-04-02 16:12:55,2063,A_control,offer_impression,credit_of_day,
2025-04-06 18:37:35,2064,A_control,home_view,,
2025-04-02 09:52:18,2065,B_test,home_view,,
2025-04-04 21:36:49,2065,B_test,offer_impression,credit_of_day,
2025-04-05 05:50:30,2066,A_control,home_view,,
2025-04-02 09:00:23,2066,A_control,offer_impression,credit_of_day,
2025-04-02 06:11:37,2067,B_test,home_view,,
2025-04-01 02:38:55,2067,B_test,offer_impression,credit_of_day,
2025-04-04 18:38:39,2067,B_test,offer_click,credit_of_day,
2025-04-04 20:18:23,2068,B_test,home_view,,
2025-04-01 01:19:48,2068,B_test,offer_impression,credit_of_day,
2025-04-07 20:18:12,2069,A_control,home_view,,
2025-04-01 12:17:40,2069,A_control,offer_impression,credit_of_day,
2025-04-07 11:00:26,2070,A_control,home_view,,
2025-04-05 01:08:22,2071,B_test,home_view,,
2025-04-03 08:45:52,2072,B_test,home_view,,
2025-04-02 10:55:42,2072,B_test,offer_impression,credit_of_day,
2025-04-06 14:40:28,2072,B_test,offer_click,credit_of_day,
2025-04-07 07:37:09,2073,A_control,home_view,,
2025-04-02 05:20:17,2073,A_control,offer_impression,credit_of_day,
2025-04-03 14:24:26,2073,A_control,offer_click,credit_of_day,
2025-04-07 05:24:44,2073,A_control,offer_apply,credit_of_day,
2025-04-03 04:46:50,2073,A_control,offer_approved,credit_of_day,
2025-04-02 11:13:20,2073,A_control,revenue,credit_of_day,22.85
2025-04-03 06:44:20,2074,B_test,home_view,,
2025-04-01 17:08:38,2075,A_control,home_view,,
2025-04-04 18:52:12,2076,A_control,home_view,,
2025-04-02 05:03:01,2076,A_control,offer_impression,credit_of_day,
2025-04-06 05:33:33,2077,B_test,home_view,,
2025-04-02 12:39:34,2077,B_test,offer_impression,credit_of_day,
2025-04-02 22:35:32,2078,B_test,home_view,,
2025-04-01 16:39:15,2079,B_test,home_view,,
2025-04-05 07:36:20,2080,A_control,home_view,,
2025-04-06 07:53:06,2081,A_control,home_view,,
2025-04-02 22:36:35,2082,A_control,home_view,,
2025-04-03 10:06:33,2083,A_control,home_view,,
2025-04-01 11:35:36,2084,B_test,home_view,,
2025-04-01 11:27:46,2085,B_test,home_view,,
2025-04-04 15:24:20,2086,A_control,home_view,,
2025-04-01 09:21:27,2087,A_control,home_view,,
2025-04-04 06:13:33,2087,A_control,offer_impression,credit_of_day,
2025-04-05 07:03:29,2088,B_test,home_view,,
2025-04-07 00:14:36,2088,B_test,offer_impression,credit_of_day,
2025-04-06 20:46:40,2089,A_control,home_view,,
2025-04-02 02:02:27,2089,A_control,offer_impression,credit_of_day,
2025-04-05 01:06:25,2089,A_control,offer_click,credit_of_day,
2025-04-07 21:00:17,2089,A_control,offer_apply,credit_of_day,
2025-04-05 23:42:48,2090,B_test,home_view,,
2025-04-05 08:47:15,2090,B_test,offer_impression,credit_of_day,
2025-04-06 12:18:57,2090,B_test,offer_click,credit_of_day,
2025-04-05 05:39:16,2090,B_test,offer_apply,credit_of_day,
2025-04-01 02:25:35,2090,B_test,offer_approved,credit_of_day,
2025-04-02 04:23:47,2090,B_test,revenue,credit_of_day,28.2
2025-04-02 17:59:28,2091,B_test,home_view,,
2025-04-04 22:47:09,2092,B_test,home_view,,
2025-04-05 13:36:31,2092,B_test,offer_impression,credit_of_day,
2025-04-06 08:12:37,2093,B_test,home_view,,
2025-04-07 05:22:14,2093,B_test,offer_impression,credit_of_day,
2025-04-01 12:40:55,2093,B_test,offer_click,credit_of_day,
2025-04-03 20:50:32,2093,B_test,offer_apply,credit_of_day,
2025-04-01 14:59:10,2093,B_test,offer_approved,credit_of_day,
2025-04-07 23:24:36,2093,B_test,revenue,credit_of_day,25.74
2025-04-02 07:58:47,2094,A_control,home_view,,
2025-04-01 20:01:20,2095,A_control,home_view,,
2025-04-06 16:47:06,2096,B_test,home_view,,
2025-04-05 06:11:31,2096,B_test,offer_impression,credit_of_day,
2025-04-02 15:28:49,2097,B_test,home_view,,
2025-04-02 14:43:48,2097,B_test,offer_impression,credit_of_day,
2025-04-05 23:53:50,2098,A_control,home_view,,
2025-04-02 02:31:30,2099,B_test,home_view,,
2025-04-07 11:14:47,2099,B_test,offer_impression,credit_of_day,
2025-04-06 23:45:31,2100,B_test,home_view,,
2025-04-07 08:23:31,2100,B_test,offer_impression,credit_of_day,
2025-04-05 15:10:42,2101,A_control,home_view,,
2025-04-03 09:46:39,2101,A_control,offer_impression,credit_of_day,
2025-04-05 21:44:02,2102,A_control,home_view,,
2025-04-06 11:31:35,2103,A_control,home_view,,
2025-04-05 15:23:46,2103,A_control,offer_impression,credit_of_day,
2025-04-01 10:11:44,2104,A_control,home_view,,
2025-04-01 17:42:10,2105,A_control,home_view,,
2025-04-01 13:36:42,2105,A_control,offer_impression,credit_of_day,
2025-04-04 17:01:13,2105,A_control,offer_click,credit_of_day,
2025-04-07 12:43:39,2106,A_control,home_view,,
2025-04-06 17:15:14,2106,A_control,offer_impression,credit_of_day,
2025-04-04 08:34:54,2107,B_test,home_view,,
2025-04-02 06:37:56,2107,B_test,offer_impression,credit_of_day,
2025-04-05 03:53:32,2108,B_test,home_view,,
2025-04-02 14:03:54,2108,B_test,offer_impression,credit_of_day,
2025-04-06 06:35:12,2109,A_control,home_view,,
2025-04-07 00:34:17,2109,A_control,offer_impression,credit_of_day,
2025-04-06 15:04:47,2110,B_test,home_view,,
2025-04-05 07:16:01,2110,B_test,offer_impression,credit_of_day,
2025-04-05 05:48:26,2110,B_test,offer_click,credit_of_day,
2025-04-02 14:10:39,2110,B_test,offer_apply,credit_of_day,
2025-04-01 18:20:10,2110,B_test,offer_approved,credit_of_day,
2025-04-06 02:24:15,2110,B_test,revenue,credit_of_day,47.7
2025-04-07 19:19:38,2111,A_control,home_view,,
2025-04-07 05:01:53,2112,A_control,home_view,,
2025-04-02 09:18:26,2112,A_control,offer_impression,credit_of_day,
2025-04-02 11:13:26,2113,A_control,home_view,,
2025-04-03 01:05:38,2113,A_control,offer_impression,credit_of_day,
2025-04-03 13:16:58,2113,A_control,offer_click,credit_of_day,
2025-04-06 08:51:03,2113,A_control,offer_apply,credit_of_day,
2025-04-06 05:42:38,2113,A_control,offer_approved,credit_of_day,
2025-04-06 20:26:27,2113,A_control,revenue,credit_of_day,14.66
2025-04-07 07:53:24,2114,A_control,home_view,,
2025-04-05 02:31:26,2115,B_test,home_view,,
2025-04-05 09:14:48,2115,B_test,offer_impression,credit_of_day,
2025-04-03 14:32:46,2116,A_control,home_view,,
2025-04-02 06:24:15,2116,A_control,offer_impression,credit_of_day,
2025-04-02 13:41:33,2117,B_test,home_view,,
2025-04-05 10:51:15,2118,B_test,home_view,,
2025-04-04 08:22:31,2118,B_test,offer_impression,credit_of_day,
2025-04-02 19:39:55,2119,B_test,home_view,,
2025-04-05 19:47:47,2119,B_test,offer_impression,credit_of_day,
2025-04-03 16:53:39,2120,B_test,home_view,,
2025-04-02 05:31:49,2120,B_test,offer_impression,credit_of_day,
2025-04-06 09:44:14,2120,B_test,offer_click,credit_of_day,
2025-04-05 03:27:59,2120,B_test,offer_apply,credit_of_day,
2025-04-07 23:38:48,2120,B_test,offer_approved,credit_of_day,
2025-04-07 13:01:22,2120,B_test,revenue,credit_of_day,24.3
2025-04-01 05:00:08,2121,B_test,home_view,,
2025-04-06 16:34:24,2122,A_control,home_view,,
2025-04-02 18:04:15,2123,A_control,home_view,,
2025-04-03 04:25:32,2123,A_control,offer_impression,credit_of_day,
2025-04-05 13:16:36,2124,B_test,home_view,,
2025-04-01 20:54:23,2124,B_test,offer_impression,credit_of_day,
2025-04-03 22:46:20,2124,B_test,offer_click,credit_of_day,
2025-04-06 19:49:13,2124,B_test,offer_apply,credit_of_day,
2025-04-06 21:25:32,2124,B_test,offer_approved,credit_of_day,
2025-04-06 06:42:34,2124,B_test,revenue,credit_of_day,38.77
2025-04-01 22:15:01,2125,B_test,home_view,,
2025-04-02 01:35:50,2125,B_test,offer_impression,credit_of_day,
2025-04-03 19:34:11,2126,A_control,home_view,,
2025-04-06 02:46:20,2127,B_test,home_view,,
2025-04-01 00:03:06,2128,B_test,home_view,,
2025-04-06 20:33:29,2129,A_control,home_view,,
2025-04-01 11:30:48,2130,B_test,home_view,,
2025-04-07 21:24:13,2131,A_control,home_view,,
2025-04-03 09:39:54,2132,A_control,home_view,,
2025-04-06 21:43:32,2133,B_test,home_view,,
2025-04-02 17:32:03,2133,B_test,offer_impression,credit_of_day,
2025-04-03 23:54:08,2134,A_control,home_view,,
2025-04-03 12:52:10,2135,B_test,home_view,,
2025-04-06 01:41:07,2135,B_test,offer_impression,credit_of_day,
2025-04-05 16:56:11,2136,A_control,home_view,,
2025-04-01 16:20:17,2136,A_control,offer_impression,credit_of_day,
2025-04-03 03:21:06,2137,A_control,home_view,,
2025-04-02 06:41:32,2138,B_test,home_view,,
2025-04-07 09:31:20,2138,B_test,offer_impression,credit_of_day,
2025-04-03 15:02:11,2139,A_control,home_view,,
2025-04-06 04:53:58,2139,A_control,offer_impression,credit_of_day,
2025-04-05 12:15:26,2139,A_control,offer_click,credit_of_day,
2025-04-07 18:19:10,2139,A_control,offer_apply,credit_of_day,
2025-04-04 15:50:30,2139,A_control,offer_approved,credit_of_day,
2025-04-01 09:13:29,2139,A_control,revenue,credit_of_day,5.49
