dt,client_id,ab_group,event_type,offer_id,value
2025-04-01 00:03:37,10866,B_test,home_view,,
2025-04-01 00:03:41,10694,B_test,home_view,,
2025-04-01 00:03:42,10002,B_test,home_view,,
2025-04-01 00:03:42,11822,B_test,home_view,,
2025-04-01 00:03:43,10650,B_test,home_view,,
2025-04-01 00:03:45,11212,B_test,home_view,,
2025-04-01 00:03:46,8132,B_test,home_view,,
2025-04-01 00:03:47,9546,B_test,home_view,,
2025-04-01 00:03:55,8932,B_test,home_view,,
2025-04-01 00:04:00,8067,B_test,home_view,,
2025-04-01 00:04:03,7556,B_test,home_view,,
2025-04-01 00:04:06,9980,B_test,home_view,,
2025-04-01 00:04:07,7999,B_test,home_view,,
2025-04-01 00:04:10,10612,B_test,home_view,,
2025-04-01 00:04:12,9794,B_test,home_view,,
2025-04-01 00:04:16,7222,B_test,home_view,,
2025-04-01 00:04:18,7477,B_test,home_view,,
2025-04-01 00:04:19,9843,B_test,home_view,,
2025-04-01 00:04:21,9158,B_test,home_view,,
2025-04-01 00:04:21,9364,B_test,home_view,,
2025-04-01 00:04:26,11969,B_test,home_view,,
2025-04-01 00:04:27,9678,B_test,home_view,,
2025-04-01 00:04:28,9154,B_test,home_view,,
2025-04-01 00:04:36,7218,B_test,home_view,,
2025-04-01 00:04:42,11398,B_test,home_view,,
2025-04-01 00:04:45,8191,B_test,home_view,,
2025-04-01 00:04:45,8245,B_test,home_view,,
2025-04-01 00:04:51,9539,B_test,home_view,,
2025-04-01 00:04:54,7461,B_test,home_view,,
2025-04-01 00:04:55,11931,B_test,home_view,,
2025-04-01 00:04:57,9527,B_test,home_view,,
2025-04-01 00:04:59,8486,B_test,home_view,,
2025-04-01 00:05:04,8503,B_test,home_view,,
2025-04-01 01:17:56,9914,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:09,7197,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:11,12053,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:12,11927,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:14,7626,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:14,10366,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:17,10042,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:23,9783,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:24,8328,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:25,9613,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:29,10924,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:31,7710,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:34,8863,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:35,9076,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:35,11343,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:37,8603,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:37,8783,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:39,11395,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:45,8282,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:46,9652,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:53,11840,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:55,9767,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:55,11104,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:56,8165,B_test,offer_impression,credit_of_day,
2025-04-01 01:18:57,9502,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:00,11874,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:02,7214,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:04,7842,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:08,9281,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:17,7608,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:20,10858,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:24,10775,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:25,8831,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:25,10733,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:35,8810,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:36,8885,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:36,11159,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:38,7638,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:43,8455,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:43,10569,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:43,11503,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:46,7611,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:49,8190,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:50,9201,B_test,offer_impression,credit_of_day,
2025-04-01 01:19:58,9780,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:07,10629,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:07,10715,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:11,10763,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:15,9321,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:25,9806,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:28,7228,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:28,11662,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:31,11009,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:36,10457,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:37,10459,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:39,9596,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:45,9971,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:49,9297,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:52,8601,B_test,offer_impression,credit_of_day,
2025-04-01 01:20:58,7437,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:05,12009,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:06,10914,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:08,7807,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:12,9287,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:12,9832,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:14,10158,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:15,11258,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:16,9871,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:20,11411,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:26,9087,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:41,8813,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:43,10166,B_test,offer_impression,credit_of_day,
2025-04-01 01:21:46,8183,B_test,offer_impression,credit_of_day,
2025-04-01 01:54:27,10032,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:29,8631,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:31,7416,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:34,7419,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:36,11072,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:44,8051,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:44,9917,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:51,7418,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:54,10790,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:54,11791,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:57,7347,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:57,11529,B_test,revenue,credit_of_day,7.05
2025-04-01 01:54:59,12101,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:03,7339,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:03,11474,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:08,7201,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:10,9028,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:11,8474,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:14,9902,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:15,10988,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:18,11693,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:20,11132,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:27,11852,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:28,11636,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:32,8943,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:36,9247,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:41,8752,B_test,revenue,credit_of_day,7.05
2025-04-01 01:55:43,8323,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:03,7960,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:07,11371,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:11,7803,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:15,8691,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:24,7274,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:28,10987,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:31,7565,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:32,11701,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:34,9174,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:37,10228,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:38,10203,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:41,9515,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:42,7925,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:42,8899,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:42,9290,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:42,9334,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:48,9763,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:50,11879,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:52,10454,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:54,8138,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:57,8237,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:57,9385,B_test,revenue,credit_of_day,7.05
2025-04-01 01:56:59,8154,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:04,10613,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:07,11233,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:08,9443,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:09,11421,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:13,7238,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:14,8076,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:19,7480,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:23,8095,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:23,10426,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:24,9907,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:26,8524,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:39,10442,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:42,10473,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:46,9510,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:48,10469,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:50,8353,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:52,7829,B_test,revenue,credit_of_day,7.05
2025-04-01 01:57:55,7719,B_test,revenue,credit_of_day,7.05
2025-04-01 01:58:02,11841,B_test,revenue,credit_of_day,7.05
2025-04-01 01:58:04,9583,B_test,revenue,credit_of_day,7.05
2025-04-01 01:58:05,11590,B_test,revenue,credit_of_day,7.05
2025-04-01 01:58:16,8108,B_test,revenue,credit_of_day,7.05
2025-04-01 01:58:16,8300,B_test,revenue,credit_of_day,7.05
2025-04-01 01:58:16,9904,B_test,revenue,credit_of_day,7.05
2025-04-01 02:04:09,2726,A_control,home_view,,
2025-04-01 02:04:10,3665,A_control,home_view,,
2025-04-01 02:04:16,2213,A_control,home_view,,
2025-04-01 02:04:17,2936,A_control,home_view,,
2025-04-01 02:04:19,2262,A_control,home_view,,
2025-04-01 02:04:20,5505,A_control,home_view,,
2025-04-01 02:04:22,2787,A_control,home_view,,
2025-04-01 02:04:23,3984,A_control,home_view,,
2025-04-01 02:04:28,6739,A_control,home_view,,
2025-04-01 02:04:31,5261,A_control,home_view,,
2025-04-01 02:04:36,5494,A_control,home_view,,
2025-04-01 02:04:37,6553,A_control,home_view,,
2025-04-01 02:04:39,5346,A_control,home_view,,
2025-04-01 02:04:41,6219,A_control,home_view,,
2025-04-01 02:04:42,6048,A_control,home_view,,
2025-04-01 02:04:42,6106,A_control,home_view,,
2025-04-01 02:04:45,5125,A_control,home_view,,
2025-04-01 02:04:46,3688,A_control,home_view,,
2025-04-01 02:04:48,5634,A_control,home_view,,
2025-04-01 02:04:56,2636,A_control,home_view,,
2025-04-01 02:04:57,6998,A_control,home_view,,
2025-04-01 02:05:00,3864,A_control,home_view,,
2025-04-01 02:05:01,3800,A_control,home_view,,
2025-04-01 02:05:02,3522,A_control,home_view,,
2025-04-01 02:05:09,5047,A_control,home_view,,
2025-04-01 02:05:15,2886,A_control,home_view,,
2025-04-01 02:05:17,4217,A_control,home_view,,
2025-04-01 02:05:20,5144,A_control,home_view,,
2025-04-01 02:05:23,4078,A_control,home_view,,
2025-04-01 02:05:26,2373,A_control,home_view,,
2025-04-01 02:05:26,5338,A_control,home_view,,
2025-04-01 02:05:36,4654,A_control,home_view,,
2025-04-01 02:05:37,5016,A_control,home_view,,
2025-04-01 02:05:44,3133,A_control,home_view,,
2025-04-01 02:05:44,6339,A_control,home_view,,
2025-04-01 02:05:45,4921,A_control,home_view,,
2025-04-01 02:05:50,2531,A_control,home_view,,
2025-04-01 02:06:01,5356,A_control,home_view,,
2025-04-01 02:06:01,6588,A_control,home_view,,
2025-04-01 02:06:10,5128,A_control,home_view,,
2025-04-01 02:06:14,5398,A_control,home_view,,
2025-04-01 02:06:16,5846,A_control,home_view,,
2025-04-01 02:06:21,4114,A_control,home_view,,
2025-04-01 02:06:26,6040,A_control,home_view,,
2025-04-01 02:06:27,6976,A_control,home_view,,
2025-04-01 02:06:32,6133,A_control,home_view,,
2025-04-01 02:06:34,6175,A_control,home_view,,
2025-04-01 02:06:35,6353,A_control,home_view,,
2025-04-01 02:06:38,2661,A_control,home_view,,
2025-04-01 02:06:39,6206,A_control,home_view,,
2025-04-01 02:06:42,2205,A_control,home_view,,
2025-04-01 02:06:42,4020,A_control,home_view,,
2025-04-01 02:06:52,5103,A_control,home_view,,
2025-04-01 02:06:55,2495,A_control,home_view,,
2025-04-01 02:07:00,4010,A_control,home_view,,
2025-04-01 02:07:03,6476,A_control,home_view,,
2025-04-01 02:07:05,4681,A_control,home_view,,
2025-04-01 02:07:06,5419,A_control,home_view,,
2025-04-01 02:07:08,3776,A_control,home_view,,
2025-04-01 02:07:14,2416,A_control,home_view,,
2025-04-01 02:07:22,2798,A_control,home_view,,
2025-04-01 02:07:34,2562,A_control,home_view,,
2025-04-01 02:07:37,5518,A_control,home_view,,
2025-04-01 02:07:38,6534,A_control,home_view,,
2025-04-01 02:07:46,3918,A_control,home_view,,
2025-04-01 02:07:47,6565,A_control,home_view,,
2025-04-01 02:07:51,3660,A_control,home_view,,
2025-04-01 02:07:53,5186,A_control,home_view,,
2025-04-01 02:07:56,3178,A_control,home_view,,
2025-04-01 02:07:57,4824,A_control,home_view,,
2025-04-01 02:08:00,5062,A_control,home_view,,
2025-04-01 02:08:04,5165,A_control,home_view,,
2025-04-01 02:08:05,3026,A_control,home_view,,
2025-04-01 02:23:36,7810,B_test,offer_approved,credit_of_day,
2025-04-01 02:23:36,10346,B_test,offer_approved,credit_of_day,
2025-04-01 02:23:37,9508,B_test,offer_approved,credit_of_day,
2025-04-01 02:23:39,8590,B_test,offer_approved,credit_of_day,
2025-04-01 02:23:43,11259,B_test,offer_approved,credit_of_day,
2025-04-01 02:23:44,10284,B_test,offer_approved,credit_of_day,
2025-04-01 02:23:49,10838,B_test,offer_approved,credit_of_day,
2025-04-01 02:23:53,7873,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:01,10006,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:01,10018,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:03,10051,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:04,11691,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:07,11351,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:11,9157,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:12,11213,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:16,10080,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:18,10215,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:21,9670,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:26,9422,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:37,10055,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:41,9020,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:42,9523,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:49,8770,B_test,offer_approved,credit_of_day,
2025-04-01 02:24:50,8464,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:03,8134,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:04,10468,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:16,7202,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:21,8977,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:21,11360,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:25,9738,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:29,11728,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:46,8683,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:48,9177,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:49,10187,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:54,11146,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:55,8834,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:55,11921,B_test,offer_approved,credit_of_day,
2025-04-01 02:25:56,7706,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:03,11086,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:03,12038,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:04,8121,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:06,9890,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:08,7804,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:17,7609,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:19,11036,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:21,8678,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:24,7466,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:24,11771,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:26,8260,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:37,10923,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:39,8532,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:42,10376,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:42,11815,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:43,7508,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:44,7195,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:44,10589,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:45,9963,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:45,10449,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:48,11295,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:52,10593,B_test,offer_approved,credit_of_day,
2025-04-01 02:26:57,8304,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:03,10700,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:07,10777,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:09,10374,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:14,11058,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:17,9645,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:20,11292,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:27,10646,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:30,8794,B_test,offer_approved,credit_of_day,
2025-04-01 02:27:35,9769,B_test,offer_approved,credit_of_day,
2025-04-01 02:36:56,11211,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:01,10558,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:03,9804,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:06,12067,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:19,8585,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:21,11186,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:28,10480,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:29,10736,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:34,8613,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:38,7261,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:40,7734,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:41,10129,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:44,7144,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:45,8987,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:45,10126,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:47,9055,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:49,9618,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:50,7725,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:51,8617,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:52,11834,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:54,10764,B_test,offer_impression,credit_of_day,
2025-04-01 02:37:55,7632,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:01,11409,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:04,8470,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:05,10958,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:06,10058,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:08,8451,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:11,7676,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:14,10234,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:20,11599,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:25,12060,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:28,11799,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:29,7640,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:30,8103,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:32,7229,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:32,9082,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:34,8039,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:35,10139,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:37,11707,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:39,7334,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:43,9598,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:43,10718,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:49,8849,B_test,offer_impression,credit_of_day,
2025-04-01 02:38:55,11112,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:05,11220,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:08,7412,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:09,9660,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:10,7613,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:10,10557,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:13,10065,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:14,11283,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:15,10339,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:17,9568,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:18,9607,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:19,10043,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:21,8791,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:27,7910,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:31,10867,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:31,11953,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:34,10951,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:35,7819,B_test,offer_impression,credit_of_day,
2025-04-01 02:39:39,7252,B_test,offer_impression,credit_of_day,
